Player,Rating,Season
Eden Hazard,7.93,17-18
David Silva,7.91,17-18
Kevin De Bruyne,7.89,17-18
Paul Pogba,7.83,17-18
Sergio Agüero,7.79,17-18
Mohamed Salah,7.76,17-18
Leroy Sané,7.72,17-18
Raheem Sterling,7.70,17-18
Mesut Özil,7.61,17-18
Harry Kane,7.54,17-18
Fernandinho,7.53,17-18
Alexis Sánchez,7.51,17-18
Sadio Mané,7.50,17-18
Christian Eriksen,7.41,17-18
Fabian Delph,7.40,17-18
Emre Can,7.38,17-18
Ben Davies,7.36,17-18
N'Golo Kanté,7.36,17-18
Jan Vertonghen,7.36,17-18
Kyle Walker,7.35,17-18
Aaron Ramsey,7.34,17-18
Cesc Fàbregas,7.32,17-18
Willian,7.31,17-18
Wilfried Zaha,7.26,17-18
Nemanja Matic,7.23,17-18
Kieran Trippier,7.22,17-18
Riyad Mahrez,7.22,17-18
Virgil van Dijk,7.22,17-18
Joseph Gomez,7.22,17-18
Nicolás Otamendi,7.21,17-18
Ruben Loftus-Cheek,7.20,17-18
Danilo,7.19,17-18
César Azpilicueta,7.19,17-18
Shkodran Mustafi,7.19,17-18
Marcos Alonso,7.17,17-18
Ashley Young,7.17,17-18
Romelu Lukaku,7.17,17-18
Manuel Lanzini,7.17,17-18
Gabriel Jesus,7.16,17-18
Chris Smalling,7.16,17-18
Granit Xhaka,7.15,17-18
Andros Townsend,7.14,17-18
Harry Maguire,7.14,17-18
Andrew Robertson,7.14,17-18
Jordan Henderson,7.12,17-18
Antonio Valencia,7.11,17-18
James Tarkowski,7.11,17-18
James Tomkins,7.10,17-18
Bernardo Silva,7.10,17-18
Roberto Firmino,7.09,17-18
Juan Mata,7.08,17-18
Dele Alli,7.07,17-18
Marko Arnautovic,7.07,17-18
Wilfred Ndidi,7.06,17-18
Kurt Zouma,7.05,17-18
Phil Jones,7.05,17-18
Alex Iwobi,7.04,17-18
Heung-Min Son,7.04,17-18
Dejan Lovren,7.03,17-18
Idrissa Gana Gueye,7.03,17-18
Nacho Monreal,7.02,17-18
Arthur Masuaku,7.02,17-18
Luka Milivojevic,7.02,17-18
Alexandre Lacazette,7.02,17-18
Henrikh Mkhitaryan,7.02,17-18
Kiko,7.01,17-18
Christopher Schindler,7.00,17-18
Jesse Lingard,7.00,17-18
Alex Oxlade-Chamberlain,7.00,17-18
Ilkay Gündogan,7.00,17-18
Jamaal Lascelles,6.99,17-18
Laurent Koscielny,6.99,17-18
Eric Dier,6.98,17-18
Jack Wilshere,6.98,17-18
Abdoulaye Doucouré,6.98,17-18
Sead Kolasinac,6.98,17-18
Stephen Ward,6.97,17-18
Johann Berg Gudmundsson,6.97,17-18
Jamie Vardy,6.97,17-18
Álvaro Morata,6.97,17-18
Wesley Hoedt,6.96,17-18
Joel Matip,6.96,17-18
Xherdan Shaqiri,6.96,17-18
Victor Moses,6.95,17-18
Mario Lemina,6.95,17-18
Mousa Dembélé,6.94,17-18
Chris Brunt,6.94,17-18
Ben Mee,6.93,17-18
Ryan Shawcross,6.92,17-18
Georginio Wijnaldum,6.91,17-18
James Milner,6.91,17-18
Florian Lejeune,6.90,17-18
Tiemoué Bakayoko,6.89,17-18
Shane Duffy,6.88,17-18
Davinson Sánchez,6.88,17-18
Oriol Romeu,6.88,17-18
Marc Albrighton,6.88,17-18
Matthew Lowton,6.87,17-18
Ryan Fraser,6.86,17-18
Anthony Knockaert,6.84,17-18
Junior Stanislas,6.84,17-18
Leighton Baines,6.84,17-18
Cuco Martina,6.83,17-18
Nick Pope,6.83,17-18
Patrick van Aanholt,6.83,17-18
Andreas Christensen,6.83,17-18
Lewis Cook,6.83,17-18
Gylfi Sigurdsson,6.83,17-18
Simon Francis,6.82,17-18
Mark Noble,6.81,17-18
Steven Defour,6.81,17-18
Joe Allen,6.81,17-18
Aaron Mooy,6.80,17-18
Jonjo Shelvey,6.79,17-18
Pedro Rodriguez,6.78,17-18
Antonio Rüdiger,6.78,17-18
Gary Cahill,6.78,17-18
Mikel Merino,6.78,17-18
Adam Smith,6.77,17-18
Hector Bellerin,6.77,17-18
Eric Maxim Choupo-Moting,6.77,17-18
Mike van der Hoorn,6.77,17-18
Anthony Martial,6.77,17-18
Kyle Naughton,6.76,17-18
Marcus Rashford,6.76,17-18
Ederson Moraes,6.76,17-18
Dale Stephens,6.75,17-18
Mamadou Sakho,6.74,17-18
Pascal Gross,6.74,17-18
Craig Dawson,6.74,17-18
Joel Ward,6.74,17-18
Yohan Cabaye,6.73,17-18
Jonjoe Kenny,6.73,17-18
Maya Yoshida,6.73,17-18
Jack Cork,6.72,17-18
Leroy Fer,6.72,17-18
Tom Cleverley,6.72,17-18
Christian Kabasele,6.72,17-18
Jack Stephens,6.72,17-18
Pedro Obiang,6.72,17-18
Ben Chilwell,6.72,17-18
Charlie Daniels,6.72,17-18
Pablo Zabaleta,6.72,17-18
Dusan Tadic,6.71,17-18
Christian Fuchs,6.71,17-18
Davy Pröpper,6.71,17-18
Jose Izquierdo,6.71,17-18
Lewis Dunk,6.71,17-18
Andrew Surman,6.70,17-18
Nathan Aké,6.70,17-18
Daryl Janmaat,6.69,17-18
Ryan Bertrand,6.69,17-18
Matt Ritchie,6.69,17-18
DeAndre Yedlin,6.69,17-18
Jonathan Hogg,6.68,17-18
Cheikhou Kouyaté,6.68,17-18
Loris Karius,6.68,17-18
Mohamed Diamé,6.68,17-18
Michael Keane,6.68,17-18
Ander Herrera,6.68,17-18
Ahmed Hegazy,6.68,17-18
Jose Holebas,6.67,17-18
Michail Antonio,6.67,17-18
Alfie Mawson,6.67,17-18
Phil Jagielka,6.67,17-18
James McArthur,6.67,17-18
Nathan Redmond,6.66,17-18
Aaron Cresswell,6.66,17-18
Richarlison,6.66,17-18
Bruno Saltor,6.65,17-18
André Carrillo,6.64,17-18
Steve Cook,6.64,17-18
David De Gea,6.64,17-18
Étienne Capoue,6.63,17-18
Moussa Sissoko,6.63,17-18
Federico Fernández,6.62,17-18
Christian Benteke,6.62,17-18
Mame Biram Diouf,6.62,17-18
Timothy Fosu-Mensah,6.61,17-18
Sung-Yueng Ki,6.61,17-18
Tom Carroll,6.60,17-18
Grzegorz Krychowiak,6.60,17-18
Ciaran Clark,6.60,17-18
Joshua King,6.60,17-18
Jonny Evans,6.58,17-18
Ayoze Pérez,6.58,17-18
Hugo Lloris,6.58,17-18
Peter Crouch,6.58,17-18
Javier Hernández,6.58,17-18
Kieran Gibbs,6.57,17-18
Mathias Jørgensen,6.57,17-18
Pierre-Emile Højbjerg,6.57,17-18
Olivier Giroud,6.57,17-18
Jeffrey Schlupp,6.56,17-18
Darren Fletcher,6.56,17-18
Geoff Cameron,6.55,17-18
Steven Davis,6.55,17-18
Erik Lamela,6.55,17-18
Tommy Smith,6.55,17-18
Gaëtan Bong,6.55,17-18
Sam Clucas,6.55,17-18
Erik Pieters,6.54,17-18
Chris Wood,6.54,17-18
Morgan Schneiderlin,6.54,17-18
James Ward-Prowse,6.53,17-18
Wayne Rooney,6.52,17-18
Jordon Ibe,6.52,17-18
Dan Gosling,6.52,17-18
Jordan Ayew,6.52,17-18
Sofiane Boufal,6.51,17-18
Jake Livermore,6.50,17-18
Joselu,6.49,17-18
Ashley Williams,6.49,17-18
Demarai Gray,6.49,17-18
Adrian,6.48,17-18
Matthew Phillips,6.48,17-18
Chris Löwe,6.48,17-18
Danny Welbeck,6.48,17-18
Florent Hadergjonaj,6.47,17-18
Ramadan Sobhi,6.47,17-18
Allan Nyom,6.47,17-18
Angelo Ogbonna,6.46,17-18
Cédric Soares,6.46,17-18
Andy King,6.46,17-18
Thibaut Courtois,6.45,17-18
Wes Morgan,6.45,17-18
Gareth Barry,6.45,17-18
Rajiv van La Parra,6.44,17-18
Roberto Pereyra,6.43,17-18
Lukasz Fabianski,6.43,17-18
Baye Oumar Niasse,6.43,17-18
Wayne Hennessey,6.42,17-18
Thomas Ince,6.41,17-18
Solly March,6.41,17-18
Glenn Murray,6.40,17-18
Shinji Okazaki,6.40,17-18
Javier Manquillo,6.39,17-18
Kasper Schmeichel,6.39,17-18
Sebastian Prödl,6.38,17-18
Dwight Gayle,6.38,17-18
Dominic Calvert-Lewin,6.37,17-18
Adrian Mariappa,6.37,17-18
Steve Mounie,6.36,17-18
Petr Cech,6.35,17-18
Jeff Hendrick,6.35,17-18
Martin Olsson,6.34,17-18
Charlie Austin,6.34,17-18
Simon Mignolet,6.34,17-18
Jack Butland,6.33,17-18
Danny Simpson,6.33,17-18
Declan Rice,6.32,17-18
Jay Rodriguez,6.32,17-18
Kelechi Iheanacho,6.31,17-18
Elias Kachunga,6.30,17-18
Callum Wilson,6.30,17-18
Isaac Hayden,6.29,17-18
Sam Vokes,6.29,17-18
Collin Quaner,6.29,17-18
André Ayew,6.28,17-18
Jordan Pickford,6.27,17-18
Mathew Ryan,6.26,17-18
Aaron Lennon,6.26,17-18
Tom Davies,6.26,17-18
José Salomon Rondon,6.25,17-18
Shane Long,6.23,17-18
Christian Atsu,6.22,17-18
Jonas Lössl,6.22,17-18
Ben Foster,6.21,17-18
Jacob Murphy,6.19,17-18
Laurent Depoitre,6.18,17-18
Andre Gray,6.17,17-18
Heurelho Gomes,6.16,17-18
Jermain Defoe,6.16,17-18
James McClean,6.16,17-18
Troy Deeney,6.14,17-18
Tammy Abraham,6.11,17-18
Ashley Barnes,6.10,17-18
Nathan Dyer,6.09,17-18
Manolo Gabbiadini,6.09,17-18
Asmir Begovic,6.08,17-18
Fraser Forster,6.05,17-18
Joe Hart,5.74,17-18
Eden Hazard,7.94,18-19
Sergio Agüero,7.56,18-19
Sadio Mané,7.54,18-19
Virgil van Dijk,7.52,18-19
Raheem Sterling,7.50,18-19
Trent Alexander-Arnold,7.49,18-19
David Silva,7.48,18-19
Fernandinho,7.43,18-19
Paul Pogba,7.41,18-19
Andrew Robertson,7.41,18-19
Mohamed Salah,7.37,18-19
Bernardo Silva,7.35,18-19
Luka Milivojevic,7.35,18-19
Marcos Alonso,7.34,18-19
James Maddison,7.32,18-19
Leroy Sané,7.32,18-19
Ilkay Gündogan,7.30,18-19
Christian Eriksen,7.30,18-19
Aymeric Laporte,7.27,18-19
Kyle Walker,7.26,18-19
Harry Kane,7.26,18-19
Aaron Wan-Bissaka,7.25,18-19
Ricardo Pereira,7.25,18-19
Willian,7.24,18-19
Lucas Digne,7.23,18-19
Felipe Anderson,7.23,18-19
Gylfi Sigurdsson,7.21,18-19
Fabian Schär,7.21,18-19
Danny Rose,7.20,18-19
Ryan Fraser,7.18,18-19
Pierre-Emerick Aubameyang,7.18,18-19
Étienne Capoue,7.17,18-19
Idrissa Gana Gueye,7.15,18-19
Wilfred Ndidi,7.14,18-19
James Milner,7.13,18-19
César Azpilicueta,7.12,18-19
Willy Boly,7.11,18-19
Riyad Mahrez,7.11,18-19
Matt Doherty,7.11,18-19
Roberto Firmino,7.09,18-19
Harry Maguire,7.09,18-19
Kieran Trippier,7.09,18-19
Granit Xhaka,7.07,18-19
John Stones,7.07,18-19
Jorginho,7.06,18-19
Pedro Rodriguez,7.06,18-19
Fabinho,7.05,18-19
Nacho Monreal,7.05,18-19
Luke Shaw,7.04,18-19
David Luiz,7.04,18-19
Shkodran Mustafi,7.03,18-19
Jannik Vestergaard,7.02,18-19
Jan Vertonghen,7.02,18-19
Joao Moutinho,7.02,18-19
Ander Herrera,7.02,18-19
N'Golo Kanté,7.01,18-19
Marcus Rashford,6.99,18-19
Anthony Martial,6.98,18-19
Dele Alli,6.98,18-19
Heung-Min Son,6.97,18-19
Alexandre Lacazette,6.96,18-19
Ben Chilwell,6.96,18-19
Isaac Hayden,6.96,18-19
Georginio Wijnaldum,6.96,18-19
Henrikh Mkhitaryan,6.95,18-19
Lucas Moura,6.95,18-19
Philip Billing,6.94,18-19
Andros Townsend,6.93,18-19
Abdoulaye Doucouré,6.93,18-19
Ashley Westwood,6.93,18-19
Raul Jiménez,6.92,18-19
Wilfried Zaha,6.92,18-19
Dwight McNeil,6.91,18-19
Matt Ritchie,6.91,18-19
Michael Keane,6.91,18-19
Mateo Kovacic,6.90,18-19
Jordan Henderson,6.90,18-19
Shane Duffy,6.90,18-19
Pierre-Emile Højbjerg,6.90,18-19
Declan Rice,6.89,18-19
Jose Holebas,6.88,18-19
Callum Wilson,6.88,18-19
Jamie Vardy,6.88,18-19
Ashley Young,6.87,18-19
Jefferson Lerma,6.86,18-19
Ruben Neves,6.86,18-19
Marko Arnautovic,6.86,18-19
Mesut Özil,6.86,18-19
Bernardo,6.86,18-19
Jonny,6.86,18-19
Souleymane Bamba,6.84,18-19
Seamus Coleman,6.84,18-19
Ruben Loftus-Cheek,6.82,18-19
Danny Ings,6.82,18-19
Xherdan Shaqiri,6.82,18-19
Nathan Redmond,6.81,18-19
Mario Lemina,6.81,18-19
David Brooks,6.81,18-19
Nemanja Matic,6.81,18-19
Jonny Evans,6.80,18-19
Moussa Sissoko,6.80,18-19
Wes Morgan,6.80,18-19
James Tarkowski,6.79,18-19
Ben Davies,6.78,18-19
Patrick van Aanholt,6.78,18-19
Jan Bednarek,6.78,18-19
Issa Diop,6.77,18-19
James McArthur,6.77,18-19
Arthur Masuaku,6.77,18-19
Kurt Zouma,6.76,18-19
Lucas Torreira,6.76,18-19
Juan Mata,6.76,18-19
Toby Alderweireld,6.76,18-19
James Ward-Prowse,6.75,18-19
Fabian Balbuena,6.75,18-19
Alisson Becker,6.75,18-19
Naby Keita,6.75,18-19
Robert Snodgrass,6.75,18-19
Diogo Jota,6.74,18-19
Aaron Ramsey,6.74,18-19
Sokratis Papastathopoulos,6.74,18-19
Erik Lamela,6.74,18-19
Aaron Cresswell,6.74,18-19
Mark Noble,6.74,18-19
Ross Barkley,6.73,18-19
Davinson Sánchez,6.73,18-19
Victor Camarasa,6.72,18-19
Steve Cook,6.72,18-19
Romelu Lukaku,6.71,18-19
Ryan Bennett,6.71,18-19
Antonio Rüdiger,6.71,18-19
Oriol Romeu,6.70,18-19
Joseph Bennett,6.70,18-19
Davy Pröpper,6.70,18-19
Sead Kolasinac,6.70,18-19
Victor Nilsson Lindelöf,6.69,18-19
Will Hughes,6.69,18-19
Pascal Gross,6.69,18-19
Hugo Lloris,6.69,18-19
Mamadou Sakho,6.68,18-19
Angelo Ogbonna,6.68,18-19
Harry Winks,6.68,18-19
Gabriel Jesus,6.68,18-19
Ederson Moraes,6.67,18-19
Ayoze Pérez,6.67,18-19
Troy Deeney,6.67,18-19
Hector Bellerin,6.67,18-19
Jesse Lingard,6.67,18-19
Johann Berg Gudmundsson,6.67,18-19
Nathaniel Mendez-Laing,6.66,18-19
Jamaal Lascelles,6.66,18-19
Gerard Deulofeu,6.66,18-19
Tom Cairney,6.66,18-19
Stuart Armstrong,6.65,18-19
Paul Dummett,6.65,18-19
Adam Smith,6.65,18-19
Sean Morrison,6.65,18-19
Eric Dier,6.64,18-19
Ryan Bertrand,6.64,18-19
Marc Albrighton,6.62,18-19
Dan Gosling,6.62,18-19
Michail Antonio,6.62,18-19
Calum Chambers,6.62,18-19
Aleksandar Mitrovic,6.62,18-19
Dale Stephens,6.62,18-19
Richarlison,6.61,18-19
Aaron Mooy,6.61,18-19
Joshua King,6.61,18-19
Pablo Zabaleta,6.61,18-19
Matteo Guendouzi,6.61,18-19
Mathias Jørgensen,6.60,18-19
Bernard,6.60,18-19
Nathan Aké,6.60,18-19
Jack Cork,6.58,18-19
Anthony Knockaert,6.58,18-19
Jack Stephens,6.57,18-19
Chris Smalling,6.57,18-19
James Tomkins,6.57,18-19
Martin Montoya,6.57,18-19
Solly March,6.57,18-19
Javier Hernández,6.57,18-19
Roberto Pereyra,6.57,18-19
Alex Iwobi,6.56,18-19
Andre Schürrle,6.56,18-19
Aron Gunnarsson,6.54,18-19
Demarai Gray,6.54,18-19
Christian Kabasele,6.54,18-19
Adama Traoré,6.54,18-19
Yves Bissouma,6.54,18-19
Lewis Dunk,6.53,18-19
Harry Arter,6.53,18-19
Olivier Giroud,6.53,18-19
Jean Michael Seri,6.52,18-19
Charlie Taylor,6.52,18-19
Jonathan Hogg,6.52,18-19
Ben Mee,6.52,18-19
Theo Walcott,6.51,18-19
Kiko,6.50,18-19
Terence Kongolo,6.49,18-19
Jeffrey Schlupp,6.49,18-19
Phil Bardsley,6.48,18-19
Juninho Bacuna,6.47,18-19
DeAndre Yedlin,6.47,18-19
José Salomon Rondon,6.47,18-19
Max Meyer,6.47,18-19
Lukasz Fabianski,6.47,18-19
Kenedy,6.47,18-19
Cheikhou Kouyaté,6.46,18-19
Yan Valery,6.45,18-19
Joe Ralls,6.45,18-19
Federico Fernández,6.44,18-19
Vicente Guaita,6.44,18-19
Craig Cathcart,6.44,18-19
Joe Bryan,6.43,18-19
Andre-Frank Zambo Anguissa,6.43,18-19
Bobby Reid,6.43,18-19
Junior Stanislas,6.41,18-19
Cyrus Christie,6.41,18-19
Callum Paterson,6.40,18-19
Maxime Le Marchand,6.40,18-19
Ben Foster,6.40,18-19
Bruno Ecuele Manga,6.40,18-19
Nampalys Mendy,6.40,18-19
Mohamed Diamé,6.40,18-19
Pedro Obiang,6.39,18-19
Florent Hadergjonaj,6.39,18-19
Chris Wood,6.39,18-19
Josh Murphy,6.39,18-19
Alex Pritchard,6.38,18-19
Conor Coady,6.38,18-19
Adrian Mariappa,6.38,18-19
Matthew Lowton,6.37,18-19
Kepa Arrizabalaga,6.36,18-19
Ashley Barnes,6.36,18-19
Denis Odoi,6.36,18-19
Steve Mounie,6.36,18-19
Charlie Daniels,6.35,18-19
Martin Dubravka,6.35,18-19
Lee Peltier,6.34,18-19
Glenn Murray,6.34,18-19
Tom Heaton,6.34,18-19
Ryan Sessegnon,6.33,18-19
André Gomes,6.28,18-19
Isaac Success,6.26,18-19
Jordan Pickford,6.26,18-19
Junior Hoilett,6.25,18-19
Dominic Calvert-Lewin,6.24,18-19
Christopher Schindler,6.24,18-19
Neil Etheridge,6.24,18-19
Cenk Tosun,6.24,18-19
Chris Löwe,6.22,18-19
Andre Gray,6.21,18-19
Christian Atsu,6.20,18-19
Shane Long,6.19,18-19
Jeff Hendrick,6.18,18-19
Hélder Costa,6.17,18-19
Kasper Schmeichel,6.16,18-19
Bernd Leno,6.16,18-19
Rui Patricio,6.12,18-19
Erik Durm,6.10,18-19
Jürgen Locadia,6.07,18-19
David De Gea,6.07,18-19
Gaëtan Bong,6.06,18-19
Kelechi Iheanacho,6.04,18-19
Charlie Austin,6.03,18-19
Joe Hart,6.01,18-19
Isaac Mbenza,5.99,18-19
Alex McCarthy,5.99,18-19
Tim Ream,5.99,18-19
Alireza Jahanbakhsh,5.97,18-19
Mathew Ryan,5.93,18-19
Sergio Rico,5.91,18-19
Jonas Lössl,5.89,18-19
Asmir Begovic,5.69,18-19
Florin Andone,5.62,18-19
Kevin De Bruyne,7.97,19-20
Sadio Mané,7.57,19-20
Mohamed Salah,7.51,19-20
David Silva,7.48,19-20
Marcus Rashford,7.44,19-20
Willian,7.43,19-20
Trent Alexander-Arnold,7.41,19-20
Raheem Sterling,7.38,19-20
Jordan Henderson,7.36,19-20
Andrew Robertson,7.35,19-20
Riyad Mahrez,7.34,19-20
Ricardo Pereira,7.34,19-20
James Maddison,7.33,19-20
Jack Grealish,7.31,19-20
Virgil van Dijk,7.27,19-20
Aaron Wan-Bissaka,7.20,19-20
Jamie Vardy,7.20,19-20
Adama Traoré,7.19,19-20
Harry Kane,7.19,19-20
Bernardo Silva,7.18,19-20
Anthony Martial,7.18,19-20
Sergio Agüero,7.16,19-20
Roberto Firmino,7.13,19-20
Gabriel Jesus,7.11,19-20
Raul Jiménez,7.11,19-20
Jonjo Shelvey,7.10,19-20
Willy Boly,7.10,19-20
Rodri,7.09,19-20
James Ward-Prowse,7.09,19-20
Heung-Min Son,7.09,19-20
César Azpilicueta,7.08,19-20
Harry Maguire,7.06,19-20
Mateo Kovacic,7.05,19-20
Fabinho,7.04,19-20
Wilfred Ndidi,7.04,19-20
Pierre-Emerick Aubameyang,7.03,19-20
Allan Saint-Maximin,7.03,19-20
Joao Moutinho,7.00,19-20
Matt Doherty,6.99,19-20
Serge Aurier,6.99,19-20
Caglar Söyüncü,6.98,19-20
Lucas Digne,6.97,19-20
Luke Shaw,6.97,19-20
Chris Basham,6.96,19-20
Nemanja Matic,6.96,19-20
Richarlison,6.95,19-20
Scott McTominay,6.95,19-20
Youri Tielemans,6.95,19-20
Felipe Anderson,6.94,19-20
Joseph Gomez,6.94,19-20
Pierre-Emile Højbjerg,6.93,19-20
Jorginho,6.93,19-20
Ben Chilwell,6.92,19-20
Ashley Westwood,6.92,19-20
Nicolas Pépé,6.92,19-20
John McGinn,6.92,19-20
Kyle Walker,6.91,19-20
John Fleck,6.91,19-20
Oliver Norwood,6.90,19-20
Jan Vertonghen,6.89,19-20
James Tarkowski,6.89,19-20
Ruben Neves,6.89,19-20
Georginio Wijnaldum,6.88,19-20
Romain Saiss,6.88,19-20
Declan Rice,6.88,19-20
Phil Bardsley,6.88,19-20
Nathan Redmond,6.86,19-20
Jetro Willems,6.86,19-20
Ilkay Gündogan,6.86,19-20
Michail Antonio,6.86,19-20
Jonny Evans,6.86,19-20
Reece James,6.86,19-20
Mason Mount,6.85,19-20
Danny Ings,6.85,19-20
Dele Alli,6.85,19-20
Diego Rico,6.84,19-20
Christian Pulisic,6.84,19-20
Fernandinho,6.84,19-20
Jack O'Connell,6.84,19-20
Hugo Lloris,6.83,19-20
George Baldock,6.81,19-20
Enda Stevens,6.81,19-20
Fred,6.80,19-20
Benjamin Mendy,6.79,19-20
Djibril Sidibé,6.79,19-20
Ross Barkley,6.79,19-20
Tammy Abraham,6.79,19-20
Daniel Ceballos,6.79,19-20
Miguel Almiron,6.78,19-20
Jonny,6.77,19-20
